0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,2.76213,0,20.4039,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,2.52344,0,20.4599,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,2.26771,0,20.5199,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,2.19951,0,20.5359,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,1.79033,0,20.6318,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,1.44935,0,20.7118,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,1.00607,0,20.8157,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,0.648044,0,20.8997,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,0.0513283,0,21.0396,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,-0.630633,0,21.1995,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,-1.15915,0,21.3234,1|
0.852452,0,-0.199866,0,0,1,0,0,0.199866,0,0.852452,0,-1.67063,0,21.4434,1|

