0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,1.55,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,1.14,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0.740002,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0.350003,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-0.0899974,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-1.04,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-1.41,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-1.65,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-1.86,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-2.1,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-2.35,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-2.6,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-2.82,0,20,1|
0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,-2.99999,0,20,1|
-0.0404333|-1.15093|0|-0.435333|0|-0.246|-0.581333|
0.00539821,0,-0.499973,0,0,0.5,0,0,0.499973,0,0.00539821,0,-5.12933,0,20.3267,1|
-0.310184,0,-0.392162,0,0,0.5,0,0,0.392162,0,-0.310184,0,-3.34992,0,20.478,1|
0.0849845,0,-0.49273,0,0,0.5,0,0,0.49273,0,0.0849845,0,-3.2454,0,20.8721,1|
0.406944,0,-0.290521,0,0,0.5,0,0,0.290521,0,0.406944,0,-3.44439,0,21.1961,1|
